Recording	Participant	Timeline	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	519	196002	196068	67			0.88487	0.42308	2.83868										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	665	196068	196102	33						130.4	101.6	157	3.59			0.88487	0.42308	0.78227	0.30252
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	520	196102	196368	266			0.78227	0.30252	2.81151										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	666	196368	196401	33						166.62	67.67	95.67	2.34			0.78227	0.30252	0.69327	0.28135
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	521	196401	196701	300			0.69327	0.28135	2.79427										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	667	196701	196751	50						166.15	63.19	77.69	3.11			0.69327	0.28135	0.58332	0.25425
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Partial	522	196751	196834	83			0.58332	0.25425	2.82121										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Partial	668	196934	196951	17							137.67	137.67						0.55359	0.28668
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	523	196951	197167	217			0.55359	0.28668	2.78755										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	669	197167	197184	17						250.04	41.16	41.16	0.83			0.55359	0.28668	0.54012	0.32376
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	524	197184	197484	300			0.54012	0.32376	2.85627										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	670	197484	197517	33						313.7	95.55	149.28	3.54			0.54012	0.32376	0.63491	0.42294
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	525	197517	197800	283			0.63491	0.42294	2.89529										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	671	197800	197817	17						39.09	57.08	57.08	0.83			0.63491	0.42294	0.66708	0.39681
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	526	197817	198083	266			0.66708	0.39681	2.81666										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	672	198083	198117	33						196.32	92.18	133.18	4.2			0.66708	0.39681	0.54999	0.4311
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	527	198117	198633	516			0.54999	0.4311	2.80734										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	673	198633	198700	67						340.01	158.59	259.55	10.31			0.54999	0.4311	0.90864	0.56155
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	528	198700	198866	167			0.90864	0.56155	2.83739										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	674	198866	198883	17						153.84	554.54	554.54	9.75			0.90864	0.56155	0.58183	0.401
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	529	198883	199033	150			0.58183	0.401	2.82947										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	675	199033	199049	17						200.01	77.91	77.91	0.65			0.58183	0.401	0.53947	0.41642
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	530	199049	199283	233			0.53947	0.41642	2.80685										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	676	199283	199349	67						182.34	170.43	499.89	10.62			0.53947	0.41642	0.15292	0.43223
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	531	199349	199433	83			0.15292	0.43223	2.79894										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Partial	677	199433	199449	17							38.02	38.02				0.15292	0.43223		
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Partial	678	199632	199682	50							352.26	872.26							
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Partial	679	199866	199899	33							44.15	44.15							
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Partial	680	199932	199982	50							69.89	77.46						0.96528	1.2514
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	532	199982	200049	67			0.96528	1.2514	2.68191										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Partial	681	200049	200115	67							161.14	394.57				0.96528	1.2514		
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Partial	533	200265	200349	83			0.72744	0.59528	2.98043										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Partial	682	200399	200415	17							32.43	32.43						0.72124	0.57749
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	534	200415	200665	250			0.72124	0.57749	2.84459										
Recording1	M	Timeline1	Entire Recording	1	Task2	Saccade	Whole	683	200665	200715	50						149.27	100.98	174.46	5.62			0.72124	0.57749	0.54616	0.47341
Recording1	M	Timeline1	Entire Recording	1	Task2	Fixation	Whole	535	200715	201048	333			0.54616	0.47341	2.80644										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	684	201048	201098	50						184	128.92	230.54	7.07			0.54616	0.47341	0.30418	0.49034
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	536	201098	201198	100			0.30418	0.49034	2.71436										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	685	201198	201231	33						183.03	99.25	144.71	3.58			0.30418	0.49034	0.1889	0.49644
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Partial	537	201231	201514	283			0.1889	0.49644	2.50172										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	686	201581	201614	33							81.04	81.04							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	687	201631	201648	17							105.34	105.34						0.12988	0.52883
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	538	201648	201764	117			0.12988	0.52883	2.46661										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	688	201764	201814	50						12.85	66.88	76.23	3.62			0.12988	0.52883	0.24843	0.50178
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	539	201814	201997	183			0.24843	0.50178	2.57256										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	689	201997	202031	33						6.51	87.04	123.7	3.27			0.24843	0.50178	0.35495	0.48962
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	540	202031	202231	200			0.35495	0.48962	2.57216										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	690	202231	202247	17						2.94	108.18	108.18	2.71			0.35495	0.48962	0.44857	0.4848
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	541	202247	202430	183			0.44857	0.4848	2.62705										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	691	202430	202447	17						3.11	143.07	143.07	2.77			0.44857	0.4848	0.54753	0.47942
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	542	202447	202747	300			0.54753	0.47942	2.65056										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	692	202747	202797	50						353.74	74.82	139.55	3.64			0.54753	0.47942	0.67781	0.4937
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	543	202797	202997	200			0.67781	0.4937	2.62708										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	693	202997	203030	33						5.45	75.75	91	2.85			0.67781	0.4937	0.78218	0.48374
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	544	203030	203163	133			0.78218	0.48374	2.61908										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	694	203163	203197	33						174.57	67.34	87.04	2.64			0.78218	0.48374	0.6908	0.47504
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	545	203197	203380	183			0.6908	0.47504	2.57007										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	695	203380	203396	17							108.9	108.9				0.6908	0.47504		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	696	203430	203446	17							45.75	45.75						0.80161	0.47857
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	546	203446	203563	117			0.80161	0.47857	2.54598										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	697	203563	203613	50						180.1	51.09	76.91	2.77			0.80161	0.47857	0.70406	0.47874
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	547	203613	203763	150			0.70406	0.47874	2.57588										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	698	203763	203813	50						356.21	39.59	47.68	2.07			0.70406	0.47874	0.77599	0.48351
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	548	203813	203996	183			0.77599	0.48351	2.60862										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	699	203996	204029	33							209.89	289.66				0.77599	0.48351		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	700	206743	206777	33							117.96	117.96							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	701	206810	206827	17							469.2	469.2							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	702	206860	206893	33							42.26	54.12						0.29965	0.50553
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	549	206893	207193	300			0.29965	0.50553	2.8226										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	703	207193	207210	17							540.47	540.47				0.29965	0.50553		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	704	207226	207243	17							57.17	57.17						-0.11061	0.72934
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Partial	550	207243	207443	200			-0.11061	0.72934	2.75352										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Partial	551	217709	217842	133			-0.14616	1.4122	3.33084										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	705	218342	218375	33							110.62	172.34							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	706	218425	218442	17							185.45	185.45							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	707	218475	218492	17							40.11	40.11							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	708	218508	218525	17							40.88	40.88							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	709	218541	218558	17							84.83	84.83							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	710	218575	218591	17							33.2	33.2							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	711	218608	218641	33							48.76	61.42							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	712	218675	218691	17							47.29	47.29							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	713	218708	218725	17							52.53	52.53							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	714	218741	218758	17							41.06	41.06						0.13738	1.76122
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	552	218758	218825	67			0.13738	1.76122	3.12438										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	715	218825	218841	17							52.33	52.33				0.13738	1.76122		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Partial	553	218875	219008	133			0.18495	1.65839	3.1175										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	716	219008	219024	17							31	31				0.18495	1.65839		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	717	219041	219058	17							44.24	44.24						0.06414	1.68649
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Partial	554	219058	219241	183			0.06414	1.68649	3.03399										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	718	222754	222787	33							454.58	454.58							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	719	222804	222820	17							127.94	127.94							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	720	222837	222870	33							70.4	82.84						0.55377	0.75202
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	555	222870	222954	83			0.55377	0.75202	3.73447										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	721	222954	222987	33						119.6	107.67	120.6	3.8			0.55377	0.75202	0.46342	0.59298
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	556	222987	223270	283			0.46342	0.59298	3.46087										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	722	223270	223320	50						166.83	127.05	203.34	6.68			0.46342	0.59298	0.2326	0.53898
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	557	223320	223470	150			0.2326	0.53898	3.11737										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	723	223470	223503	33						172.71	51.67	58.41	2.36			0.2326	0.53898	0.1593	0.52959
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	558	223503	223903	400			0.1593	0.52959	3.02091										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	724	223903	223920	17						12.67	155.85	155.85	2.87			0.1593	0.52959	0.265	0.50583
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	559	223920	224303	383			0.265	0.50583	3.04793										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	725	224303	224319	17							93.98	93.98				0.265	0.50583		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	726	224386	224419	33							55.55	55.55							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	727	224436	224453	17							35.8	35.8						0.37329	0.53334
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	560	224453	224902	450			0.37329	0.53334	3.0193										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	728	224902	224936	33						8.95	168.7	196.88	6.38			0.37329	0.53334	0.58635	0.49978
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	561	224936	225252	316			0.58635	0.49978	2.92592										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	729	225252	225285	33						357.56	64.28	91.05	2.38			0.58635	0.49978	0.66518	0.50313
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	562	225285	225535	250			0.66518	0.50313	2.92329										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	730	225535	225552	17							533.5	533.5				0.66518	0.50313		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	731	225568	225602	33							45	51.34						0.3148	0.50473
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	563	225602	225802	200			0.3148	0.50473	2.8611										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	732	225802	225818	17							59.34	59.34				0.3148	0.50473		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	733	225935	225951	17							75.52	75.52							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	734	225968	225985	17							48.1	48.1						0.7275	1.03939
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	564	225985	226051	67			0.7275	1.03939	2.74377										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	735	226051	226068	17						80.29	31.74	31.74	0.66			0.7275	1.03939	0.73362	1.00363
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	565	226068	226235	167			0.73362	1.00363	2.8817										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	736	226235	226251	17							52.49	52.49				0.73362	1.00363		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	737	226268	226285	17							76.18	76.18							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	738	226301	226318	17							603.63	603.63						0.40193	1.35534
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	566	226318	226501	183			0.40193	1.35534	2.87185										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	739	226501	226518	17						97.1	39.24	39.24	0.34			0.40193	1.35534	0.39945	1.33543
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	567	226518	226718	200			0.39945	1.33543	2.93094										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	740	226718	226734	17							33.34	33.34				0.39945	1.33543		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	741	226884	226901	17							33.79	33.79						0.36932	1.01724
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	568	226901	226984	83			0.36932	1.01724	2.80584										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	742	226984	227034	50						166.32	68.66	88.85	2.32			0.36932	1.01724	0.28762	0.99735
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Partial	569	227034	227700	666			0.28762	0.99735	2.84034										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	743	227800	227817	17							33.34	33.34							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	744	227833	227850	17							45.09	45.09						0.32073	0.65441
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	570	227850	227950	100			0.32073	0.65441	2.86488										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Whole	745	227950	227983	33						97.32	45.07	56.47	1.88			0.32073	0.65441	0.3049	0.53127
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	571	227983	228200	217			0.3049	0.53127	2.80898										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	746	228200	228233	33							39.05	45.14				0.3049	0.53127		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	747	229665	229699	33							92.19	92.19							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	748	229765	229782	17							115.06	115.06							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	749	229799	229832	33							93.68	116.68							
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	750	230049	230082	33							154.66	246.66						0.50925	0.39632
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	572	230082	230465	383			0.50925	0.39632	2.80584										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	751	230465	230482	17							451.01	451.01				0.50925	0.39632		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	752	230498	230515	17							47.18	47.18						0.20995	0.53264
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Fixation	Whole	573	230515	230798	283			0.20995	0.53264	2.64759										
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	753	230798	230831	33							86.96	111.19				0.20995	0.53264		
Recording1	M	Timeline1	Entire Recording	1	Text (2)	Saccade	Partial	754	230865	230931	67							92.81	112.48						0.53161	0.51066
